ageband,year,pop,rate,ratelow,rateupp,deaths,people,percent
Total,1984,Female Maori,24.88,9.45,40.3,13,144500,9e-05
00-04,1984,Female Maori,0,0,0,0,15950,0
05-09,1984,Female Maori,0,0,0,0,17150,0
10-14,1984,Female Maori,0,0,0,0,18890,0
15-19,1984,Female Maori,0,0,0,0,18170,0
20-24,1984,Female Maori,0,0,0,0,16730,0
25-29,1984,Female Maori,0,0,0,0,12580,0
30-34,1984,Female Maori,0,0,0,0,9750,0
35-39,1984,Female Maori,12.47,0,36.91,1,8020,0.000124688
40-44,1984,Female Maori,30.58,0,72.96,2,6540,0.00030581
45-49,1984,Female Maori,16.98,0,50.25,1,5890,0.000169779
50-54,1984,Female Maori,21.28,0,62.98,1,4700,0.000212766
55-59,1984,Female Maori,0,0,0,0,3690,0
60-64,1984,Female Maori,79.37,0,189.36,2,2520,0.000793651
65-69,1984,Female Maori,105.82,0,252.48,2,1890,0.001058201
70-74,1984,Female Maori,0,0,0,0,1150,0
75-79,1984,Female Maori,408.16,0,973.85,2,490,0.004081633
80+,1984,Female Maori,487.8,0,1163.87,2,410,0.004878049
Total,1985,Female Maori,25.8,11.43,40.18,17,146200,0.000116279
00-04,1985,Female Maori,0,0,0,0,15350,0
05-09,1985,Female Maori,0,0,0,0,17160,0
10-14,1985,Female Maori,0,0,0,0,18530,0
15-19,1985,Female Maori,0,0,0,0,18460,0
20-24,1985,Female Maori,0,0,0,0,17120,0
25-29,1985,Female Maori,0,0,0,0,13210,0
30-34,1985,Female Maori,30.49,0,64.99,3,9840,0.000304878
35-39,1985,Female Maori,0,0,0,0,8370,0
40-44,1985,Female Maori,30.35,0,72.41,2,6590,0.00030349
45-49,1985,Female Maori,0,0,0,0,6040,0
50-54,1985,Female Maori,85.84,1.72,169.96,4,4660,0.000858369
55-59,1985,Female Maori,0,0,0,0,3970,0
60-64,1985,Female Maori,73.8,0,176.08,2,2710,0.000738007
65-69,1985,Female Maori,210.53,4.21,416.84,4,1900,0.002105263
70-74,1985,Female Maori,0,0,0,0,1270,0
75-79,1985,Female Maori,0,0,0,0,560,0
80+,1985,Female Maori,512.82,0,1223.55,2,390,0.005128205
Total,1986,Female Maori,22.87,10.63,35.12,17,148100,0.000114787
00-04,1986,Female Maori,0,0,0,0,16290,0
05-09,1986,Female Maori,0,0,0,0,16160,0
10-14,1986,Female Maori,0,0,0,0,17170,0
15-19,1986,Female Maori,0,0,0,0,17820,0
20-24,1986,Female Maori,0,0,0,0,16990,0
25-29,1986,Female Maori,6.78,0,20.07,1,14750,6.78e-05
30-34,1986,Female Maori,9.04,0,26.76,1,11060,9.04e-05
35-39,1986,Female Maori,22.42,0,53.5,2,8920,0.000224215
40-44,1986,Female Maori,57.64,1.15,114.12,4,6940,0.000576369
45-49,1986,Female Maori,0,0,0,0,6180,0
50-54,1986,Female Maori,20.08,0,59.44,1,4980,0.000200803
55-59,1986,Female Maori,51.15,0,122.04,2,3910,0.000511509
60-64,1986,Female Maori,36.36,0,107.64,1,2750,0.000363636
65-69,1986,Female Maori,56.18,0,166.29,1,1780,0.000561798
70-74,1986,Female Maori,80.65,0,238.71,1,1240,0.000806452
75-79,1986,Female Maori,153.85,0,455.38,1,650,0.001538462
80+,1986,Female Maori,370.37,0,883.68,2,540,0.003703704
Total,1987,Female Maori,29.31,15.35,43.26,20,151500,0.000132013
00-04,1987,Female Maori,0,0,0,0,17300,0
05-09,1987,Female Maori,0,0,0,0,16060,0
10-14,1987,Female Maori,0,0,0,0,16660,0
15-19,1987,Female Maori,0,0,0,0,17920,0
20-24,1987,Female Maori,0,0,0,0,16790,0
25-29,1987,Female Maori,0,0,0,0,15600,0
30-34,1987,Female Maori,8.53,0,25.23,1,11730,8.53e-05
35-39,1987,Female Maori,10.71,0,31.69,1,9340,0.000107066
40-44,1987,Female Maori,13.77,0,40.77,1,7260,0.000137741
45-49,1987,Female Maori,32.15,0,76.72,2,6220,0.000321543
50-54,1987,Female Maori,19.08,0,56.49,1,5240,0.00019084
55-59,1987,Female Maori,98.28,1.97,194.59,4,4070,0.000982801
60-64,1987,Female Maori,69.2,0,165.12,2,2890,0.000692042
65-69,1987,Female Maori,109.29,0,260.76,2,1830,0.001092896
70-74,1987,Female Maori,77.52,0,229.46,1,1290,0.000775194
75-79,1987,Female Maori,422.54,0,900.68,3,710,0.004225352
80+,1987,Female Maori,363.64,0,867.61,2,550,0.003636364
Total,1988,Female Maori,12.76,4.37,21.15,10,154500,6.47e-05
00-04,1988,Female Maori,0,0,0,0,18300,0
05-09,1988,Female Maori,0,0,0,0,16060,0
10-14,1988,Female Maori,0,0,0,0,16320,0
15-19,1988,Female Maori,0,0,0,0,17970,0
20-24,1988,Female Maori,0,0,0,0,16590,0
25-29,1988,Female Maori,0,0,0,0,16160,0
30-34,1988,Female Maori,8.15,0,24.12,1,12270,8.15e-05
35-39,1988,Female Maori,10.29,0,30.45,1,9720,0.000102881
40-44,1988,Female Maori,0,0,0,0,7520,0
45-49,1988,Female Maori,15.67,0,46.39,1,6380,0.00015674
50-54,1988,Female Maori,0,0,0,0,5370,0
55-59,1988,Female Maori,46.62,0,111.23,2,4290,0.0004662
60-64,1988,Female Maori,33.11,0,98.01,1,3020,0.000331126
65-69,1988,Female Maori,52.08,0,154.17,1,1920,0.000520833
70-74,1988,Female Maori,75.19,0,222.56,1,1330,0.00075188
75-79,1988,Female Maori,256.41,0,611.78,2,780,0.002564103
80+,1988,Female Maori,0,0,0,0,540,0
Total,1989,Female Maori,17.68,8.88,26.47,17,157400,0.000108005
00-04,1989,Female Maori,0,0,0,0,19030,0
05-09,1989,Female Maori,0,0,0,0,16110,0
10-14,1989,Female Maori,0,0,0,0,16200,0
15-19,1989,Female Maori,0,0,0,0,17760,0
20-24,1989,Female Maori,0,0,0,0,16670,0
25-29,1989,Female Maori,6.11,0,18.09,1,16360,6.11e-05
30-34,1989,Female Maori,7.67,0,22.72,1,13030,7.67e-05
35-39,1989,Female Maori,9.97,0,29.51,1,10030,9.97e-05
40-44,1989,Female Maori,12.66,0,37.47,1,7900,0.000126582
45-49,1989,Female Maori,15.55,0,46.03,1,6430,0.000155521
50-54,1989,Female Maori,35.65,0,85.06,2,5610,0.000356506
55-59,1989,Female Maori,136.99,27.37,246.6,6,4380,0.001369863
60-64,1989,Female Maori,31.55,0,93.38,1,3170,0.000315457
65-69,1989,Female Maori,99.5,0,237.41,2,2010,0.000995025
70-74,1989,Female Maori,0,0,0,0,1360,0
75-79,1989,Female Maori,121.95,0,360.98,1,820,0.001219512
80+,1989,Female Maori,0,0,0,0,560,0
Total,1990,Female Maori,19.7,10.82,28.57,21,160400,0.000130923
00-04,1990,Female Maori,0,0,0,0,19500,0
05-09,1990,Female Maori,0,0,0,0,16260,0
10-14,1990,Female Maori,0,0,0,0,16330,0
15-19,1990,Female Maori,0,0,0,0,17430,0
20-24,1990,Female Maori,0,0,0,0,16860,0
25-29,1990,Female Maori,6.11,0,18.08,1,16370,6.11e-05
30-34,1990,Female Maori,21.75,0,46.37,3,13790,0.000217549
35-39,1990,Female Maori,9.63,0,28.52,1,10380,9.63e-05
40-44,1990,Female Maori,24.01,0,57.29,2,8330,0.000240096
45-49,1990,Female Maori,61.63,1.23,122.03,4,6490,0.000616333
50-54,1990,Female Maori,85.62,10.57,160.66,5,5840,0.000856164
55-59,1990,Female Maori,22.22,0,65.78,1,4500,0.000222222
60-64,1990,Female Maori,0,0,0,0,3330,0
65-69,1990,Female Maori,92.17,0,219.9,2,2170,0.000921659
70-74,1990,Female Maori,145.99,0,348.31,2,1370,0.001459854
75-79,1990,Female Maori,0,0,0,0,840,0
80+,1990,Female Maori,0,0,0,0,600,0
Total,1991,Female Maori,7,2.11,11.89,9,238700,3.77e-05
00-04,1991,Female Maori,0,0,0,0,33880,0
05-09,1991,Female Maori,0,0,0,0,27930,0
10-14,1991,Female Maori,0,0,0,0,28060,0
15-19,1991,Female Maori,0,0,0,0,26670,0
20-24,1991,Female Maori,0,0,0,0,23230,0
25-29,1991,Female Maori,0,0,0,0,21590,0
30-34,1991,Female Maori,5.28,0,15.63,1,18940,5.28e-05
35-39,1991,Female Maori,6.86,0,20.3,1,14580,6.86e-05
40-44,1991,Female Maori,8.7,0,25.76,1,11490,8.7e-05
45-49,1991,Female Maori,0,0,0,0,8540,0
50-54,1991,Female Maori,13.3,0,39.36,1,7520,0.000132979
55-59,1991,Female Maori,34.72,0,82.84,2,5760,0.000347222
60-64,1991,Female Maori,47.39,0,113.08,2,4220,0.000473934
65-69,1991,Female Maori,0,0,0,0,2800,0
70-74,1991,Female Maori,0,0,0,0,1690,0
75-79,1991,Female Maori,97.09,0,287.38,1,1030,0.000970874
80+,1991,Female Maori,0,0,0,0,720,0
Total,1992,Female Maori,13.51,6.48,20.53,16,244900,6.53e-05
00-04,1992,Female Maori,0,0,0,0,34660,0
05-09,1992,Female Maori,0,0,0,0,28900,0
10-14,1992,Female Maori,0,0,0,0,27780,0
15-19,1992,Female Maori,0,0,0,0,26960,0
20-24,1992,Female Maori,0,0,0,0,23820,0
25-29,1992,Female Maori,4.64,0,13.73,1,21560,4.64e-05
30-34,1992,Female Maori,0,0,0,0,19920,0
35-39,1992,Female Maori,6.5,0,19.23,1,15390,6.5e-05
40-44,1992,Female Maori,0,0,0,0,12060,0
45-49,1992,Female Maori,33.48,0,71.37,3,8960,0.000334821
50-54,1992,Female Maori,39.06,0,83.27,3,7680,0.000390625
55-59,1992,Female Maori,16.64,0,49.25,1,6010,0.000166389
60-64,1992,Female Maori,44.74,0,106.75,2,4470,0.000447427
65-69,1992,Female Maori,67.11,0,160.13,2,2980,0.000671141
70-74,1992,Female Maori,0,0,0,0,1770,0
75-79,1992,Female Maori,272.73,0,581.35,3,1100,0.002727273
80+,1992,Female Maori,0,0,0,0,800,0
Total,1993,Female Maori,11.76,5.43,18.09,15,250900,5.98e-05
00-04,1993,Female Maori,0,0,0,0,35020,0
05-09,1993,Female Maori,0,0,0,0,30150,0
10-14,1993,Female Maori,0,0,0,0,27470,0
15-19,1993,Female Maori,0,0,0,0,27300,0
20-24,1993,Female Maori,0,0,0,0,24330,0
25-29,1993,Female Maori,4.66,0,13.78,1,21480,4.66e-05
30-34,1993,Female Maori,4.77,0,14.13,1,20950,4.77e-05
35-39,1993,Female Maori,6.18,0,18.29,1,16180,6.18e-05
40-44,1993,Female Maori,0,0,0,0,12650,0
45-49,1993,Female Maori,10.56,0,31.26,1,9470,0.000105597
50-54,1993,Female Maori,25.58,0,61.02,2,7820,0.000255754
55-59,1993,Female Maori,16.1,0,47.67,1,6210,0.000161031
60-64,1993,Female Maori,84.39,1.69,167.09,4,4740,0.000843882
65-69,1993,Female Maori,31.75,0,93.97,1,3150,0.00031746
70-74,1993,Female Maori,52.63,0,155.79,1,1900,0.000526316
75-79,1993,Female Maori,170.94,0,407.85,2,1170,0.001709402
80+,1993,Female Maori,0,0,0,0,880,0
Total,1994,Female Maori,12.81,6.07,19.55,17,256700,6.62e-05
00-04,1994,Female Maori,0,0,0,0,35080,0
05-09,1994,Female Maori,0,0,0,0,31450,0
10-14,1994,Female Maori,0,0,0,0,27290,0
15-19,1994,Female Maori,0,0,0,0,27600,0
20-24,1994,Female Maori,4.04,0,11.95,1,24760,4.04e-05
25-29,1994,Female Maori,0,0,0,0,21630,0
30-34,1994,Female Maori,0,0,0,0,21580,0
35-39,1994,Female Maori,5.85,0,17.32,1,17090,5.85e-05
40-44,1994,Female Maori,15.12,0,36.07,2,13230,0.000151172
45-49,1994,Female Maori,29.79,0,63.5,3,10070,0.000297915
50-54,1994,Female Maori,62.74,7.75,117.73,5,7970,0.000627353
55-59,1994,Female Maori,15.38,0,45.54,1,6500,0.000153846
60-64,1994,Female Maori,20.2,0,59.8,1,4950,0.00020202
65-69,1994,Female Maori,0,0,0,0,3330,0
70-74,1994,Female Maori,0,0,0,0,2020,0
75-79,1994,Female Maori,83.33,0,246.67,1,1200,0.000833333
80+,1994,Female Maori,206.19,0,491.94,2,970,0.002061856
Total,1995,Female Maori,13.89,6.78,21.01,16,262700,6.09e-05
00-04,1995,Female Maori,0,0,0,0,35100,0
05-09,1995,Female Maori,0,0,0,0,32750,0
10-14,1995,Female Maori,0,0,0,0,27520,0
15-19,1995,Female Maori,0,0,0,0,27710,0
20-24,1995,Female Maori,0,0,0,0,25100,0
25-29,1995,Female Maori,0,0,0,0,22020,0
30-34,1995,Female Maori,4.58,0,13.55,1,21840,4.58e-05
35-39,1995,Female Maori,0,0,0,0,18030,0
40-44,1995,Female Maori,0,0,0,0,13820,0
45-49,1995,Female Maori,0,0,0,0,10730,0
50-54,1995,Female Maori,12.36,0,36.59,1,8090,0.000123609
55-59,1995,Female Maori,43.54,0,92.81,3,6890,0.000435414
60-64,1995,Female Maori,39.37,0,93.93,2,5080,0.000393701
65-69,1995,Female Maori,84.75,0,180.64,3,3540,0.000847458
70-74,1995,Female Maori,138.25,0,294.69,3,2170,0.001382488
75-79,1995,Female Maori,160,0,381.75,2,1250,0.0016
80+,1995,Female Maori,93.46,0,276.64,1,1070,0.000934579
Total,1996,Female Maori,18.55,10.81,26.29,25,268400,9.31e-05
00-04,1996,Female Maori,0,0,0,0,35050,0
05-09,1996,Female Maori,0,0,0,0,33890,0
10-14,1996,Female Maori,0,0,0,0,27930,0
15-19,1996,Female Maori,0,0,0,0,27840,0
20-24,1996,Female Maori,0,0,0,0,25110,0
25-29,1996,Female Maori,4.41,0,13.05,1,22680,4.41e-05
30-34,1996,Female Maori,4.59,0,13.58,1,21800,4.59e-05
35-39,1996,Female Maori,10.5,0,25.06,2,19040,0.000105042
40-44,1996,Female Maori,0,0,0,0,14560,0
45-49,1996,Female Maori,35.24,0.7,69.78,4,11350,0.000352423
50-54,1996,Female Maori,12.05,0,35.66,1,8300,0.000120482
55-59,1996,Female Maori,42.02,0,89.56,3,7140,0.000420168
60-64,1996,Female Maori,37.88,0,90.38,2,5280,0.000378788
65-69,1996,Female Maori,54.2,0,129.32,2,3690,0.000542005
70-74,1996,Female Maori,256.41,51.24,461.58,6,2340,0.002564103
75-79,1996,Female Maori,155.04,0,369.91,2,1290,0.001550388
80+,1996,Female Maori,89.29,0,264.29,1,1120,0.000892857
Total,1997,Female Maori,16.09,8.82,23.36,22,274200,8.02e-05
00-04,1997,Female Maori,0,0,0,0,35180,0
05-09,1997,Female Maori,0,0,0,0,34650,0
10-14,1997,Female Maori,0,0,0,0,28910,0
15-19,1997,Female Maori,0,0,0,0,27550,0
20-24,1997,Female Maori,3.97,0,11.76,1,25180,3.97e-05
25-29,1997,Female Maori,0,0,0,0,23160,0
30-34,1997,Female Maori,4.58,0,13.56,1,21830,4.58e-05
35-39,1997,Female Maori,4.99,0,14.77,1,20040,4.99e-05
40-44,1997,Female Maori,12.99,0,30.99,2,15400,0.00012987
45-49,1997,Female Maori,16.79,0,40.07,2,11910,0.000167926
50-54,1997,Female Maori,34.44,0,73.42,3,8710,0.000344432
55-59,1997,Female Maori,27.43,0,65.46,2,7290,0.000274348
60-64,1997,Female Maori,18.15,0,53.72,1,5510,0.000181488
65-69,1997,Female Maori,25.77,0,76.29,1,3880,0.000257732
70-74,1997,Female Maori,121.46,0,258.9,3,2470,0.001214575
75-79,1997,Female Maori,222.22,0,473.69,3,1350,0.002222222
80+,1997,Female Maori,168.07,0,401,2,1190,0.001680672
Total,1998,Female Maori,15.58,8.88,22.28,23,280000,8.21e-05
00-04,1998,Female Maori,0,0,0,0,35490,0
05-09,1998,Female Maori,0,0,0,0,35000,0
10-14,1998,Female Maori,0,0,0,0,30180,0
15-19,1998,Female Maori,0,0,0,0,27200,0
20-24,1998,Female Maori,3.97,0,11.76,1,25170,3.97e-05
25-29,1998,Female Maori,0,0,0,0,23540,0
30-34,1998,Female Maori,4.58,0,13.55,1,21840,4.58e-05
35-39,1998,Female Maori,9.47,0,22.59,2,21120,9.47e-05
40-44,1998,Female Maori,0,0,0,0,16220,0
45-49,1998,Female Maori,15.96,0,38.08,2,12530,0.000159617
50-54,1998,Female Maori,32.54,0,69.36,3,9220,0.00032538
55-59,1998,Female Maori,0,0,0,0,7420,0
60-64,1998,Female Maori,35.09,0,83.72,2,5700,0.000350877
65-69,1998,Female Maori,72.82,0,155.21,3,4120,0.000728155
70-74,1998,Female Maori,308.88,94.84,522.92,8,2590,0.003088803
75-79,1998,Female Maori,0,0,0,0,1420,0
80+,1998,Female Maori,80,0,236.8,1,1250,8e-04
Total,1999,Female Maori,11.21,6.13,16.29,20,285500,7.01e-05
00-04,1999,Female Maori,0,0,0,0,35730,0
05-09,1999,Female Maori,0,0,0,0,35070,0
10-14,1999,Female Maori,0,0,0,0,31490,0
15-19,1999,Female Maori,0,0,0,0,26940,0
20-24,1999,Female Maori,0,0,0,0,24940,0
25-29,1999,Female Maori,0,0,0,0,23850,0
30-34,1999,Female Maori,0,0,0,0,22100,0
35-39,1999,Female Maori,9.16,0,21.85,2,21840,9.16e-05
40-44,1999,Female Maori,11.64,0,27.78,2,17180,0.000116414
45-49,1999,Female Maori,22.85,0,48.7,3,13130,0.000228484
50-54,1999,Female Maori,50.97,6.29,95.64,5,9810,0.000509684
55-59,1999,Female Maori,13.21,0,39.1,1,7570,0.0001321
60-64,1999,Female Maori,33.44,0,79.8,2,5980,0.000334448
65-69,1999,Female Maori,46.62,0,111.23,2,4290,0.0004662
70-74,1999,Female Maori,110.7,0,235.97,3,2710,0.001107011
75-79,1999,Female Maori,0,0,0,0,1520,0
80+,1999,Female Maori,0,0,0,0,1300,0
Total,2000,Female Maori,12.42,7,17.83,22,291000,7.56e-05
00-04,2000,Female Maori,0,0,0,0,35860,0
05-09,2000,Female Maori,0,0,0,0,35100,0
10-14,2000,Female Maori,0,0,0,0,32820,0
15-19,2000,Female Maori,0,0,0,0,27140,0
20-24,2000,Female Maori,0,0,0,0,24480,0
25-29,2000,Female Maori,0,0,0,0,24070,0
30-34,2000,Female Maori,4.42,0,13.09,1,22620,4.42e-05
35-39,2000,Female Maori,13.52,0,28.82,3,22190,0.000135196
40-44,2000,Female Maori,5.51,0,16.31,1,18150,5.51e-05
45-49,2000,Female Maori,21.8,0,46.47,3,13760,0.000218023
50-54,2000,Female Maori,0,0,0,0,10470,0
55-59,2000,Female Maori,25.94,0,61.89,2,7710,0.000259403
60-64,2000,Female Maori,63.29,1.27,125.32,4,6320,0.000632911
65-69,2000,Female Maori,90.5,1.81,179.19,4,4420,0.000904977
70-74,2000,Female Maori,103.45,0,220.51,3,2900,0.001034483
75-79,2000,Female Maori,61.35,0,181.6,1,1630,0.000613497
80+,2000,Female Maori,0,0,0,0,1350,0
Total,2001,Female Maori,11.72,6.17,17.27,19,296800,6.4e-05
00-04,2001,Female Maori,0,0,0,0,36210,0
05-09,2001,Female Maori,0,0,0,0,35030,0
10-14,2001,Female Maori,0,0,0,0,33950,0
15-19,2001,Female Maori,0,0,0,0,27750,0
20-24,2001,Female Maori,0,0,0,0,24450,0
25-29,2001,Female Maori,4.21,0,12.45,1,23780,4.21e-05
30-34,2001,Female Maori,4.29,0,12.7,1,23300,4.29e-05
35-39,2001,Female Maori,0,0,0,0,22170,0
40-44,2001,Female Maori,5.21,0,15.43,1,19180,5.21e-05
45-49,2001,Female Maori,0,0,0,0,14520,0
50-54,2001,Female Maori,9.02,0,26.69,1,11090,9.02e-05
55-59,2001,Female Maori,50.57,1.01,100.13,4,7910,0.000505689
60-64,2001,Female Maori,76.1,9.4,142.81,5,6570,0.000761035
65-69,2001,Female Maori,21.65,0,64.07,1,4620,0.00021645
70-74,2001,Female Maori,65.79,0,156.97,2,3040,0.000657895
75-79,2001,Female Maori,56.18,0,166.29,1,1780,0.000561798
80+,2001,Female Maori,139.86,0,333.7,2,1430,0.001398601
Total,2002,Female Maori,11.88,6.66,17.1,22,301700,7.46e-05
00-04,2002,Female Maori,0,0,0,0,36140,0
05-09,2002,Female Maori,0,0,0,0,35020,0
10-14,2002,Female Maori,0,0,0,0,34660,0
15-19,2002,Female Maori,1.7,0,6.41,0,29400,1.7e-05
20-24,2002,Female Maori,2.1,0,7.92,0,23810,2.1e-05
25-29,2002,Female Maori,4.31,0,12.76,1,23190,4.31e-05
30-34,2002,Female Maori,4.22,0,12.49,1,23700,4.22e-05
35-39,2002,Female Maori,4.53,0,13.4,1,22090,4.53e-05
40-44,2002,Female Maori,12.41,0,27.79,2,20150,0.000124069
45-49,2002,Female Maori,16.31,0,36.52,2,15330,0.000163079
50-54,2002,Female Maori,4.29,0,16.17,0,11660,4.29e-05
55-59,2002,Female Maori,35.93,0,76.58,3,8350,0.000359281
60-64,2002,Female Maori,52.01,0,106.49,4,6730,0.000520059
65-69,2002,Female Maori,20.62,0,61.03,1,4850,0.000206186
70-74,2002,Female Maori,109.72,0,224.67,4,3190,0.001097179
75-79,2002,Female Maori,26.04,0,98.23,0,1920,0.000260417
80+,2002,Female Maori,100,0,260.03,2,1500,0.001
Total,2003,Female Maori,11.98,7.09,16.87,26,306200,8.49e-05
00-04,2003,Female Maori,0,0,0,0,35930,0
05-09,2003,Female Maori,0,0,0,0,35050,0
10-14,2003,Female Maori,0,0,0,0,34890,0
15-19,2003,Female Maori,3.23,0,9.57,1,30920,3.23e-05
20-24,2003,Female Maori,4.2,0,12.44,1,23790,4.2e-05
25-29,2003,Female Maori,4.43,0,13.13,1,22550,4.43e-05
30-34,2003,Female Maori,4.18,0,12.38,1,23900,4.18e-05
35-39,2003,Female Maori,9.13,0,21.78,2,21910,9.13e-05
40-44,2003,Female Maori,18.95,0.38,37.52,4,21110,0.000189484
45-49,2003,Female Maori,31.09,3.84,58.35,5,16080,0.000310945
50-54,2003,Female Maori,0,0,0,0,12250,0
55-59,2003,Female Maori,22.45,0,53.56,2,8910,0.000224467
60-64,2003,Female Maori,29.15,0,69.56,2,6860,0.000291545
65-69,2003,Female Maori,19.88,0,58.85,1,5030,0.000198807
